kafka-exporter  | 2025-10-12T12:01:57.585021322Z I1012 12:01:57.583846       1 kafka_exporter.go:847] Starting kafka_exporter (version=1.9.0, branch=master, revision=18b18d5e798095722c9189bc27db3842fab31a98)
postgres-exporter       | 2025-10-12T12:06:01.019311706Z time=2025-10-12T12:06:01.018Z level=INFO source=namespace.go:235 msg="error finding namespace" err="Error running query on database \"postgres:5432\": pg_slow_queries pq: pg_stat_statements must be loaded via shared_preload_libraries"
zookeeper               | 2025-10-12T12:01:45.717749179Z [2025-10-12 12:01:45,716] INFO Server environment:java.io.tmpdir=/tmp (org.apache.zookeeper.server.ZooKeeperServer)
postgres-exporter       | 2025-10-12T12:06:01.020201500Z time=2025-10-12T12:06:01.020Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="queryNamespaceMappings errors encountered, namespace: pg_slow_queries error: Error running query on database \"postgres:5432\": pg_slow_queries pq: pg_stat_statements must be loaded via shared_preload_libraries" dsn="postgresql://pizza_user:PASSWORD_REMOVED@postgres:5432/pizza_system?sslmode=disable"
kafka                   | 2025-10-12T12:01:47.427521872Z ===> Launching ... 
postgres-exporter       | 2025-10-12T12:06:31.021009162Z time=2025-10-12T12:06:31.019Z level=INFO source=namespace.go:235 msg="error finding namespace" err="Error running query on database \"postgres:5432\": pg_slow_queries pq: pg_stat_statements must be loaded via shared_preload_libraries"
kafka                   | 2025-10-12T12:01:47.438926224Z ===> Launching kafka ... 
postgres-exporter       | 2025-10-12T12:06:31.036507537Z time=2025-10-12T12:06:31.035Z level=ERROR source=postgres_exporter.go:684 msg="error scraping dsn" err="queryNamespaceMappings errors encountered, namespace: pg_slow_queries error: Error running query on database \"postgres:5432\": pg_slow_queries pq: pg_stat_statements must be loaded via shared_preload_libraries" dsn="postgresql://pizza_user:PASSWORD_REMOVED@postgres:5432/pizza_system?sslmode=disable"
kafka                   | 2025-10-12T12:01:48.848875715Z [2025-10-12 12:01:48,847] INFO Registered kafka:type=kafka.Log4jController MBean (kafka.utils.Log4jControllerRegistration$)
kafka                   | 2025-10-12T12:01:49.452837964Z [2025-10-12 12:01:49,452] INFO Setting -D jdk.tls.rejectClientInitiatedRenegotiation=true to disable client-initiated TLS renegotiation (org.apache.zookeeper.common.X509Util)
kafka-setup             | 2025-10-12T12:02:12.010881437Z Created topic dlq-events.
kafka                   | 2025-10-12T12:01:49.646061219Z [2025-10-12 12:01:49,645] INFO Registered signal handlers for TERM, INT, HUP (org.apache.kafka.common.utils.LoggingSignalHandler)
kafka                   | 2025-10-12T12:01:49.648538634Z [2025-10-12 12:01:49,648] INFO starting (kafka.server.KafkaServer)
notification-service    | 2025-10-12T12:05:25.209364626Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
kafka                   | 2025-10-12T12:01:49.650999498Z [2025-10-12 12:01:49,650] INFO Connecting to zookeeper on zookeeper:2181 (kafka.server.KafkaServer)
notification-service    | 2025-10-12T12:05:30.211013667Z Processing event for notification
kafka                   | 2025-10-12T12:01:49.681882434Z [2025-10-12 12:01:49,681] INFO [ZooKeeperClient Kafka server] Initializing a new session to zookeeper:2181. (kafka.zookeeper.ZooKeeperClient)
notification-service    | 2025-10-12T12:05:30.211318876Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:05:30.211616091Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:05:30.212685137Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:05:30.214004460Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:05:30.216512874Z Notification saved to DB
notification-service    | 2025-10-12T12:05:30.216709060Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:05:36.227203641Z Processing event for notification
notification-service    | 2025-10-12T12:05:36.227223198Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:05:36.227230672Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:05:36.228801695Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:05:36.229275559Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:05:36.238296764Z Notification saved to DB
notification-service    | 2025-10-12T12:05:36.238312223Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:05:40.241591155Z Processing event for notification
notification-service    | 2025-10-12T12:05:40.241608848Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:05:40.241672466Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:05:40.242734740Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:05:40.242747985Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:05:40.244076986Z Notification saved to DB
notification-service    | 2025-10-12T12:05:40.244097204Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:05:45.237560899Z Processing event for notification
notification-service    | 2025-10-12T12:05:45.237702393Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:05:45.237863534Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:05:45.239032623Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:05:45.239046249Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:05:45.240880985Z Notification saved to DB
notification-service    | 2025-10-12T12:05:45.241190064Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:05:50.243585939Z Processing event for notification
notification-service    | 2025-10-12T12:05:50.245054501Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:05:50.246243992Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:05:50.247138342Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:05:50.248085781Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:05:50.250809305Z Notification saved to DB
notification-service    | 2025-10-12T12:05:50.250821989Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:05:55.250044352Z Processing event for notification
notification-service    | 2025-10-12T12:05:55.250723119Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:05:55.253215451Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:05:55.253231170Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:05:55.253238704Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:05:55.255936747Z Notification saved to DB
notification-service    | 2025-10-12T12:05:55.255951484Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:06:00.259498929Z Processing event for notification
notification-service    | 2025-10-12T12:06:00.259867327Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:06:00.259880000Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:06:00.261759931Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:06:00.261935449Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:06:00.264097695Z Notification saved to DB
notification-service    | 2025-10-12T12:06:00.264107724Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:06:05.267341116Z Processing event for notification
notification-service    | 2025-10-12T12:06:05.267665331Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:06:05.268376599Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:06:05.269390833Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:06:05.269879866Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:06:05.272330030Z Notification saved to DB
notification-service    | 2025-10-12T12:06:05.272524416Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:06:10.272956304Z Processing event for notification
notification-service    | 2025-10-12T12:06:10.273346913Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:06:10.273632116Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:06:10.275251460Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:06:10.275522429Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:06:10.277816218Z Notification saved to DB
notification-service    | 2025-10-12T12:06:10.277997606Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:06:15.280306596Z Processing event for notification
notification-service    | 2025-10-12T12:06:15.280331071Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:06:15.280356479Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:06:15.281492490Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:06:15.282132972Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:06:15.285071328Z Notification saved to DB
notification-service    | 2025-10-12T12:06:15.285820818Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:06:20.286715233Z Processing event for notification
notification-service    | 2025-10-12T12:06:20.288403575Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:06:20.288415357Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:06:20.290160285Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:06:20.290471846Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:06:20.291831214Z Notification saved to DB
notification-service    | 2025-10-12T12:06:20.292460940Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:06:25.296554398Z Processing event for notification
notification-service    | 2025-10-12T12:06:25.296706542Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:06:25.297122709Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:06:25.299054125Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:06:25.299650448Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:06:25.303063620Z Notification saved to DB
notification-service    | 2025-10-12T12:06:25.303975733Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:06:30.302634755Z Processing event for notification
notification-service    | 2025-10-12T12:06:30.302651546Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:06:30.302830711Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:06:30.304703988Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:06:30.305420466Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:06:30.307774731Z Notification saved to DB
notification-service    | 2025-10-12T12:06:30.308057840Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:06:35.307380410Z Processing event for notification
notification-service    | 2025-10-12T12:06:35.308686338Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:06:35.308699262Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
notification-service    | 2025-10-12T12:06:35.311113900Z 🍕 ЗАКАЗ ПИЦЦЫ: Формируем сообщение уведомления из шаблона
notification-service    | 2025-10-12T12:06:35.311220299Z 🍕 ЗАКАЗ ПИЦЦЫ: Сохраняем уведомление в базу данных
notification-service    | 2025-10-12T12:06:35.313573763Z Notification saved to DB
notification-service    | 2025-10-12T12:06:35.313584934Z 🍕 ЗАКАЗ ПИЦЦЫ: Уведомление о создании заказа успешно обработано
notification-service    | 2025-10-12T12:06:40.313287747Z Processing event for notification
notification-service    | 2025-10-12T12:06:40.313301473Z 🍕 ЗАКАЗ ПИЦЦЫ: Получено событие OrderCreated в Notification Service
notification-service    | 2025-10-12T12:06:40.313307624Z 🍕 ЗАКАЗ ПИЦЦЫ: Получаем шаблон уведомления для OrderCreated
